2024-01-10 14:17:21.603|INFO |monitor-consumer|16832||c.a.d.c.l.LoggerFactory  |?   |using logger: com.alibaba.dubbo.common.logger.slf4j.Slf4jLoggerAdapter
2024-01-10 16:48:41.232|INFO |monitor-consumer|19988||c.a.d.c.AbstractConfig   |425 | [DUBBO] Refer dubbo service com.zr.record.service.RecordService from url zookeeper://127.0.0.1:2181/com.alibaba.dubbo.registry.RegistryService?anyhost=true&application=monitor-api-A&check=false&dubbo=2.6.2&generic=false&interface=com.zr.record.service.RecordService&methods=checkRecord&pid=19988&register.ip=10.85.1.10&remote.timestamp=1704876501433&side=consumer&timestamp=1704876521206, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:48:41.236|INFO |monitor-consumer|19988||c.a.d.c.s.b.f.a.ReferenceBeanBuilder|79  |<dubbo:reference object="com.alibaba.dubbo.common.bytecode.proxy2@43a72f0f" singleton="true" interface="com.zr.record.service.RecordService" uniqueServiceName="com.zr.record.service.RecordService" generic="false" id="com.zr.record.service.RecordService" /> has been built.
2024-01-10 16:48:41.336|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|273 | [DUBBO] Register: consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=19988&side=consumer&timestamp=1704876521331, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:48:41.340|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|298 | [DUBBO] Subscribe: consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=19988&side=consumer&timestamp=1704876521331, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:48:41.352|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|387 | [DUBBO] Notify urls for subscribe url consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=19988&side=consumer&timestamp=1704876521331, urls: [dubbo://10.85.1.10:20883/com.zr.auth.service.AuthService?anyhost=true&application=monitor-authservice-provider&dubbo=2.6.2&generic=false&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=17876&side=provider&timestamp=1704876267211, empty://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=configurators&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=19988&side=consumer&timestamp=1704876521331, empty://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=routers&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=19988&side=consumer&timestamp=1704876521331], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:48:41.355|INFO |monitor-consumer|19988||c.a.d.r.t.AbstractClient |282 | [DUBBO] Successed connect to server /10.85.1.10:20883 from NettyClient 10.85.1.10 using dubbo version 2.6.2, channel is NettyChannel [channel=[id: 0x1e284d90, /10.85.1.10:35848 => /10.85.1.10:20883]], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:48:41.356|INFO |monitor-consumer|19988||c.a.d.r.t.AbstractClient |91  | [DUBBO] Start NettyClient American-DESKTOP/10.85.1.10 connect to the server /10.85.1.10:20883, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:48:41.356|INFO |monitor-consumer|19988||c.a.d.c.AbstractConfig   |425 | [DUBBO] Refer dubbo service com.zr.auth.service.AuthService from url zookeeper://127.0.0.1:2181/com.alibaba.dubbo.registry.RegistryService?anyhost=true&application=monitor-api-A&check=false&dubbo=2.6.2&generic=false&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=19988&register.ip=10.85.1.10&remote.timestamp=1704876267211&side=consumer&timestamp=1704876521331, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:48:41.360|INFO |monitor-consumer|19988||c.a.d.c.s.b.f.a.ReferenceBeanBuilder|79  |<dubbo:reference object="com.alibaba.dubbo.common.bytecode.proxy3@27a23d87" singleton="true" interface="com.zr.auth.service.AuthService" uniqueServiceName="com.zr.auth.service.AuthService" generic="false" id="com.zr.auth.service.AuthService" /> has been built.
2024-01-10 16:48:41.676|INFO |monitor-consumer|19988||o.s.s.w.DefaultSecurityFilterChain|43  |Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4d9ad37e, org.springframework.security.web.context.SecurityContextPersistenceFilter@2c3d1214, org.springframework.security.web.header.HeaderWriterFilter@665c79a2, org.springframework.security.web.authentication.logout.LogoutFilter@4f70b659, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@333d5a0c, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@7c08461b, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@481b8d53, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@2e10f765, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7d018c58, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5c94d4b8, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6e8426aa, org.springframework.security.web.session.SessionManagementFilter@2e895acb, org.springframework.security.web.access.ExceptionTranslationFilter@1fa8a4f7, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@492e9e87]
2024-01-10 16:48:41.964|INFO |monitor-consumer|19988||o.s.s.c.ThreadPoolTaskExecutor|171 |Initializing ExecutorService 'applicationTaskExecutor'
2024-01-10 16:48:42.273|INFO |monitor-consumer|19988||o.a.c.h.Http11NioProtocol|173 |Starting ProtocolHandler ["http-nio-9002"]
2024-01-10 16:48:42.274|INFO |monitor-consumer|19988||o.a.t.u.n.NioSelectorPool|173 |Using a shared selector for servlet write/read
2024-01-10 16:48:42.290|INFO |monitor-consumer|19988||o.s.b.w.e.t.TomcatWebServer|204 |Tomcat started on port(s): 9002 (http) with context path ''
2024-01-10 16:48:42.296|INFO |monitor-consumer|19988||c.z.m.MonitorsystemMainApplication|59  |Started MonitorsystemMainApplication in 4.317 seconds (JVM running for 9.655)
2024-01-10 16:49:20.975|INFO |monitor-consumer|19988||o.a.c.c.C.[.[.[/]        |173 |Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-01-10 16:49:20.976|INFO |monitor-consumer|19988||o.s.w.s.DispatcherServlet|524 |Initializing Servlet 'dispatcherServlet'
2024-01-10 16:49:20.995|INFO |monitor-consumer|19988||o.s.w.s.DispatcherServlet|546 |Completed initialization in 19 ms
2024-01-10 16:51:14.903|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|387 | [DUBBO] Notify urls for subscribe url consumer://10.85.1.10/com.zr.record.service.RecordService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.record.service.RecordService&methods=checkRecord&pid=19988&side=consumer&timestamp=1704876521206, urls: [empty://10.85.1.10/com.zr.record.service.RecordService?application=monitor-api-A&category=providers&dubbo=2.6.2&interface=com.zr.record.service.RecordService&methods=checkRecord&pid=19988&side=consumer&timestamp=1704876521206], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:14.905|INFO |monitor-consumer|19988||c.a.d.r.t.n.NettyChannel |138 | [DUBBO] Close netty channel [id: 0x48590849, /10.85.1.10:35841 => /10.85.1.10:20884], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:14.906|INFO |monitor-consumer|19988||c.a.d.r.p.d.DubboProtocol|127 | [DUBBO] disconnected from /10.85.1.10:20884,url:dubbo://10.85.1.10:20884/com.zr.record.service.RecordService?anyhost=true&application=monitor-api-A&check=false&codec=dubbo&dubbo=2.6.2&generic=false&heartbeat=60000&interface=com.zr.record.service.RecordService&methods=checkRecord&pid=19988&register.ip=10.85.1.10&remote.timestamp=1704876501433&side=consumer&timestamp=1704876521206, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:14.950|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|387 | [DUBBO] Notify urls for subscribe url consumer://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=19988&side=consumer&timeout=10000&timestamp=1704876521172, urls: [empty://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=providers&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=19988&side=consumer&timeout=10000&timestamp=1704876521172], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:14.951|INFO |monitor-consumer|19988||c.a.d.r.t.n.NettyChannel |138 | [DUBBO] Close netty channel [id: 0x57859e2c, /10.85.1.10:35838 => /10.85.1.10:20882], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:14.952|INFO |monitor-consumer|19988||c.a.d.r.p.d.DubboProtocol|127 | [DUBBO] disconnected from /10.85.1.10:20882,url:dubbo://10.85.1.10:20882/com.zr.mailmonitor.service.MailService?anyhost=true&application=monitor-api-A&check=false&codec=dubbo&dubbo=2.6.2&generic=false&heartbeat=60000&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=19988&register.ip=10.85.1.10&remote.timestamp=1704876157697&side=consumer&timeout=10000&timestamp=1704876521172, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:14.990|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|387 | [DUBBO] Notify urls for subscribe url consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=19988&side=consumer&timestamp=1704876521331, urls: [empty://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=providers&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=19988&side=consumer&timestamp=1704876521331], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:14.991|INFO |monitor-consumer|19988||c.a.d.r.t.n.NettyChannel |138 | [DUBBO] Close netty channel [id: 0x1e284d90, /10.85.1.10:35848 => /10.85.1.10:20883], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:14.992|INFO |monitor-consumer|19988||c.a.d.r.p.d.DubboProtocol|127 | [DUBBO] disconnected from /10.85.1.10:20883,url:dubbo://10.85.1.10:20883/com.zr.auth.service.AuthService?anyhost=true&application=monitor-api-A&check=false&codec=dubbo&dubbo=2.6.2&generic=false&heartbeat=60000&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=19988&register.ip=10.85.1.10&remote.timestamp=1704876267211&side=consumer&timestamp=1704876521331, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.033|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|387 | [DUBBO] Notify urls for subscribe url consumer://10.85.1.10/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=19988&side=consumer&timeout=5000&timestamp=1704876520563, urls: [empty://10.85.1.10/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=providers&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=19988&side=consumer&timeout=5000&timestamp=1704876520563], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.034|INFO |monitor-consumer|19988||c.a.d.r.t.n.NettyChannel |138 | [DUBBO] Close netty channel [id: 0x5eadc347, /10.85.1.10:35831 => /10.85.1.10:20881], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.036|INFO |monitor-consumer|19988||c.a.d.r.p.d.DubboProtocol|127 | [DUBBO] disconnected from /10.85.1.10:20881,url:dubbo://10.85.1.10:20881/com.zr.monitor.service.MonitorService?anyhost=true&application=monitor-api-A&check=false&codec=dubbo&dubbo=2.6.2&generic=false&heartbeat=60000&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=19988&register.ip=10.85.1.10&remote.timestamp=1704876418185&side=consumer&timeout=5000&timestamp=1704876520563, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.055|INFO |monitor-consumer|19988||c.a.d.c.AbstractConfig   |81  | [DUBBO] Run shutdown hook now., dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.055|INFO |monitor-consumer|19988||c.a.d.r.s.AbstractRegistryFactory|64  | [DUBBO] Close all registries [zookeeper://127.0.0.1:2181/com.alibaba.dubbo.registry.RegistryService?application=monitor-api-A&dubbo=2.6.2&interface=com.alibaba.dubbo.registry.RegistryService&pid=19988&timestamp=1704876520591], dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.056|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|451 | [DUBBO] Destroy registry:zookeeper://127.0.0.1:2181/com.alibaba.dubbo.registry.RegistryService?application=monitor-api-A&dubbo=2.6.2&interface=com.alibaba.dubbo.registry.RegistryService&pid=19988&timestamp=1704876520591, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.056|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|284 | [DUBBO] Unregister: consumer://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=19988&side=consumer&timeout=10000&timestamp=1704876521172, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.065|INFO |monitor-consumer|19988||o.s.s.c.ThreadPoolTaskExecutor|208 |Shutting down ExecutorService 'applicationTaskExecutor'
2024-01-10 16:51:15.070|INFO |monitor-consumer|19988||c.a.d.c.s.b.f.a.ReferenceAnnotationBeanPostProcessor|242 |<dubbo:reference object="com.alibaba.dubbo.common.bytecode.proxy1@5bc44d78" singleton="true" interface="com.zr.mailmonitor.service.MailService" uniqueServiceName="com.zr.mailmonitor.service.MailService" generic="false" timeout="10000" id="com.zr.mailmonitor.service.MailService" /> was destroying!
2024-01-10 16:51:15.071|INFO |monitor-consumer|19988||c.a.d.c.s.b.f.a.ReferenceAnnotationBeanPostProcessor|242 |<dubbo:reference object="com.alibaba.dubbo.common.bytecode.proxy3@27a23d87" singleton="true" interface="com.zr.auth.service.AuthService" uniqueServiceName="com.zr.auth.service.AuthService" generic="false" id="com.zr.auth.service.AuthService" /> was destroying!
2024-01-10 16:51:15.072|INFO |monitor-consumer|19988||c.a.d.c.s.b.f.a.ReferenceAnnotationBeanPostProcessor|242 |<dubbo:reference object="com.alibaba.dubbo.common.bytecode.proxy0@6f076c53" singleton="true" interface="com.zr.monitor.service.MonitorService" uniqueServiceName="com.zr.monitor.service.MonitorService" generic="false" timeout="5000" id="com.zr.monitor.service.MonitorService" /> was destroying!
2024-01-10 16:51:15.073|INFO |monitor-consumer|19988||c.a.d.c.s.b.f.a.ReferenceAnnotationBeanPostProcessor|242 |<dubbo:reference object="com.alibaba.dubbo.common.bytecode.proxy2@43a72f0f" singleton="true" interface="com.zr.record.service.RecordService" uniqueServiceName="com.zr.record.service.RecordService" generic="false" id="com.zr.record.service.RecordService" /> was destroying!
2024-01-10 16:51:15.073|INFO |monitor-consumer|19988||c.a.d.c.s.b.f.a.ReferenceAnnotationBeanPostProcessor|251 |class com.alibaba.dubbo.config.spring.beans.factory.annotation.ReferenceAnnotationBeanPostProcessor was destroying!
2024-01-10 16:51:15.080|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|460 | [DUBBO] Destroy unregister url consumer://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=19988&side=consumer&timeout=10000&timestamp=1704876521172, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.081|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|284 | [DUBBO] Unregister: consumer://10.85.1.10/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=19988&side=consumer&timeout=5000&timestamp=1704876520563, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.085|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|460 | [DUBBO] Destroy unregister url consumer://10.85.1.10/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=19988&side=consumer&timeout=5000&timestamp=1704876520563, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.085|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|284 | [DUBBO] Unregister: consumer://10.85.1.10/com.zr.record.service.RecordService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.record.service.RecordService&methods=checkRecord&pid=19988&side=consumer&timestamp=1704876521206, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.087|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|460 | [DUBBO] Destroy unregister url consumer://10.85.1.10/com.zr.record.service.RecordService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.record.service.RecordService&methods=checkRecord&pid=19988&side=consumer&timestamp=1704876521206, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.088|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|284 | [DUBBO] Unregister: consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=19988&side=consumer&timestamp=1704876521331, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.090|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|460 | [DUBBO] Destroy unregister url consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=consumers&check=false&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=19988&side=consumer&timestamp=1704876521331, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.091|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|317 | [DUBBO] Unsubscribe: consumer://10.85.1.10/com.zr.record.service.RecordService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.record.service.RecordService&methods=checkRecord&pid=19988&side=consumer&timestamp=1704876521206, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.091|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|476 | [DUBBO] Destroy unsubscribe url consumer://10.85.1.10/com.zr.record.service.RecordService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.record.service.RecordService&methods=checkRecord&pid=19988&side=consumer&timestamp=1704876521206, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.091|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|317 | [DUBBO] Unsubscribe: consumer://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=19988&side=consumer&timeout=10000&timestamp=1704876521172, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.092|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|476 | [DUBBO] Destroy unsubscribe url consumer://10.85.1.10/com.zr.mailmonitor.service.MailService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.mailmonitor.service.MailService&methods=sendWarningMail&pid=19988&side=consumer&timeout=10000&timestamp=1704876521172, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.092|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|317 | [DUBBO] Unsubscribe: consumer://10.85.1.10/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=19988&side=consumer&timeout=5000&timestamp=1704876520563, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.092|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|476 | [DUBBO] Destroy unsubscribe url consumer://10.85.1.10/com.zr.monitor.service.MonitorService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.monitor.service.MonitorService&methods=getReportByTime,getReportByStation,getReportByComponent&pid=19988&side=consumer&timeout=5000&timestamp=1704876520563, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.092|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|317 | [DUBBO] Unsubscribe: consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=19988&side=consumer&timestamp=1704876521331, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.092|INFO |monitor-consumer|19988||c.a.d.r.z.ZookeeperRegistry|476 | [DUBBO] Destroy unsubscribe url consumer://10.85.1.10/com.zr.auth.service.AuthService?application=monitor-api-A&category=providers,configurators,routers&dubbo=2.6.2&interface=com.zr.auth.service.AuthService&methods=loadUserByUsername&pid=19988&side=consumer&timestamp=1704876521331, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.095|INFO |monitor-consumer|19988||o.a.c.f.i.CuratorFrameworkImpl|821 |backgroundOperationsLoop exiting
2024-01-10 16:51:15.103|INFO |monitor-consumer|19988||o.a.z.ClientCnxn         |519 |EventThread shut down for session: 0x1005b9bbbe70008
2024-01-10 16:51:15.103|INFO |monitor-consumer|19988||o.a.z.ZooKeeper          |684 |Session: 0x1005b9bbbe70008 closed
2024-01-10 16:51:15.119|INFO |monitor-consumer|19988||c.a.d.r.p.d.DubboProtocol|438 | [DUBBO] Close dubbo connect: 10.85.1.10:0-->10.85.1.10:20881, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.120|INFO |monitor-consumer|19988||c.a.d.r.p.d.DubboProtocol|438 | [DUBBO] Close dubbo connect: 10.85.1.10:0-->10.85.1.10:20884, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.120|INFO |monitor-consumer|19988||c.a.d.r.p.d.DubboProtocol|438 | [DUBBO] Close dubbo connect: 10.85.1.10:0-->10.85.1.10:20882, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.121|INFO |monitor-consumer|19988||c.a.d.r.p.d.DubboProtocol|438 | [DUBBO] Close dubbo connect: 10.85.1.10:0-->10.85.1.10:20883, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.121|INFO |monitor-consumer|19988||c.a.d.r.p.d.DubboProtocol|452 | [DUBBO] Close dubbo connect: 10.85.1.10:0-->10.85.1.10:20881, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.122|INFO |monitor-consumer|19988||c.a.d.r.p.d.DubboProtocol|452 | [DUBBO] Close dubbo connect: 10.85.1.10:0-->10.85.1.10:20884, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.122|INFO |monitor-consumer|19988||c.a.d.r.p.d.DubboProtocol|452 | [DUBBO] Close dubbo connect: 10.85.1.10:0-->10.85.1.10:20882, dubbo version: 2.6.2, current host: 10.85.1.10
2024-01-10 16:51:15.122|INFO |monitor-consumer|19988||c.a.d.r.p.d.DubboProtocol|452 | [DUBBO] Close dubbo connect: 10.85.1.10:0-->10.85.1.10:20883, dubbo version: 2.6.2, current host: 10.85.1.10
